Food code,Main food description,Additional food description
13210520,"Pudding, tapioca, made from dry mix","tapioca, NFS; home recipe; sugar free"
13220110,"Pudding, flavors other than chocolate, made from dry mix",home recipe
13220120,"Pudding, chocolate, made from dry mix",home recipe
13220210,"Pudding, flavors other than chocolate, made from dry mix, sugar free",home recipe
13220220,"Pudding, chocolate, made from dry mix, sugar free",home recipe
13230110,"Pudding, flavors other than chocolate, ready-to-eat",canned
13230120,"Pudding, flavors other than chocolate, ready-to-eat, sugar free",canned
13230130,"Pudding, chocolate, ready-to-eat","chocolate and nonchocolate flavor, canned"
13230140,"Pudding, chocolate, ready-to-eat, sugar free","chocolate and nonchocolate flavor, canned"
13230500,"Pudding, tapioca, ready-to-eat",canned; sugar free
13241000,Banana pudding,
13250000,Mousse,all flavors
13252200,Dulce de leche,milk dessert
13252500,"Barfi or Burfi, Indian dessert",with nuts; made from milk and/or cream and/or Ricotta cheese
13252590,Trifle,
13252600,Tiramisu,
13411000,White sauce or gravy,
14010000,"Cheese, NFS",
14101010,"Cheese, Blue or Roquefort",Gorgonzola; Stilton
14102010,"Cheese, Brick",Beer; Elbinger; Zweizeitige; Wilstermarsch; Bondost; Oka; Havarti; Tilsit
14103010,"Cheese, Camembert",
14103020,"Cheese, Brie",
14104100,"Cheese, Cheddar",Coon; sharp cheese; Tillamook; Hoop; Pioneer; New York; Wisconsin; Longhorn
14104110,"Cheese, Cheddar, reduced fat","lowfat; part skim; made from 2% milk; Kraft natural reduced fat cheese; Weight Watchers reduced fat cheddar cheese; Colby/Colby Jack, reduced fat"
14104115,"Cheese, Cheddar, nonfat or fat free",Kraft nonfat natural cheese
14104200,"Cheese, Colby",
14104250,"Cheese, Colby Jack",
14104400,"Cheese, Feta",
14104600,"Cheese, Fontina",
14104700,"Cheese, goat",Chevres
14105010,"Cheese, Gouda or Edam",Caciocavallo; Delft
14105200,"Cheese, Gruyere",
14106010,"Cheese, Limburger",
14106200,"Cheese, Monterey",Monterey Jack cheese; Pepper Jack cheese
14106500,"Cheese, Monterey, reduced fat","Kraft Light Naturals Monterey Jack Cheese; lowfat; part skim; made from 2% milk; Pepper Jack cheese, reduced fat"
14107010,"Cheese, Mozzarella, NFS",pizza cheese; cheese curds
14107030,"Cheese, Mozzarella, part skim","Chedarella Cheese; string cheese; cheese sticks, NS as to type of cheese; Poly-O; Stringsters; County Line; Richfood; Mootown Snackers; Sorrento; lowfat; reduced fat; made with 2% milk"
14107040,"Cheese, Mozzarella, reduced sodium",Sorrento Reduced Sodium String Cheese; less or lower sodium products
14107060,"Cheese, Mozzarella, nonfat or fat free",fat free cheese sticks; fat free string cheese
14107200,"Cheese, Muenster",
14107250,"Cheese, Muenster, reduced fat",lowfat; part skim; made with 2% milk
14108010,"Cheese, Parmesan, dry grated","Romano, grated; Asiago, aged"
14108015,"Cheese, Parmesan, dry grated, reduced fat",Kraft Reduced Fat Grated Topping; lowfat; part skim; made with 2% milk
14108020,"Cheese, Parmesan, hard","Romano; Asiago, fresh; fresh grated"
14108060,"Cheese, Parmesan, dry grated, fat free",Kraft Free Nonfat Grated Topping
14108200,"Cheese, Port du Salut",
14108400,"Cheese, Provolone",
14108420,"Cheese, provolone, reduced fat",lowfat; part skim; made from 2% milk
14109010,"Cheese, Swiss",Emmentaler; Jarlsburg; Samsoe; Danbo; Sweitzer; Sapsago
14109020,"Cheese, Swiss, reduced sodium",less or lower sodium products
14109030,"Cheese, Swiss, reduced fat",lowfat; part skim; made from 2% milk
14109040,"Cheese, Swiss, nonfat or fat free",made from skim milk
14110010,"Cheese, Cheddar, reduced sodium","less or lower sodium products; Colby, reduced sodium"
14110050,"Cheese, paneer",Indian cheese
14120010,"Cheese, Mexican blend",Kraft Mexican Four Cheese; Sargento Mexican 4 Cheese
14120020,"Cheese, Mexican blend, reduced fat",Kraft Mexican Four Cheese made with 2% Milk; Sargento Mexican 4 Cheese Reduced Fat; lowfat; part skim; made from 2% milk
14131000,"Queso Anejo, aged Mexican cheese",Queso Ranchero Seco
14131500,Queso Asadero,Oaxacan-style string cheese
14133000,Queso Fresco,"Queso Ranchero; Mexican cheese, NFS"
14134000,Queso cotija,
14200100,"Cheese, cottage, NFS",
14201010,"Cheese, cottage, creamed, large or small curd",regular (4% fat) cottage cheese
14201200,"Cottage cheese, farmer's",pressed cheese
14201500,"Cheese, Ricotta",
14202010,"Cheese, cottage, with fruit","creamed or uncreamed; large or small curd; cottage cheese salad, NFS"
14202020,"Cheese, cottage, with vegetables",
14203010,"Cheese, cottage, dry curd",baker's; dutch; skim; Quark Nonfat Soft Spreadable Cheese; pot
14203020,"Cheese, cottage, salted, dry curd",Friendship Nonfat Cottage Cheese; nonfat cottage cheese; Light N Lively Free Nonfat Cottage Cheese
14203510,Puerto Rican white cheese,"Queso del pais, Blanco"
14204010,"Cheese, cottage, low fat",1-2% fat
14204020,"Cheese, cottage, lowfat, with fruit",
14206010,"Cheese, cottage, lowfat, low sodium",no salt added
14207010,"Cheese, cottage, lowfat, lactose reduced",Lactaid
14301010,"Cream cheese, regular, plain",
14301100,"Cream cheese, regular, flavored",
14303010,"Cream cheese, light",Neufchatel; reduced fat; 1/3 less fat; plain or flavored
14410100,"Cheese, American and Swiss blends",
14410110,"Cheese, American",
14410120,"Cheese, American, reduced fat",lowfat; part skim; made from 2% milk
14410130,"Cheese, American, nonfat or fat free",
14410210,"Cheese, American, reduced sodium",less or lower sodium products
14410330,"Cheese spread, American or Cheddar cheese base, reduced fat",Velveeta 2% milk or light; Laughing Cow Spreadable Cheese Wedges & Bites; lowfat; part skim; made with 2% milk
14410380,"Cream cheese spread, fat free","cream cheese, fat free; plain or flavored"
14410500,"Cheese, processed cheese food",Handi-Snack cheese container
14410600,"Cheese, processed, with vegetables",pepper cheese; pimiento
14410620,"Cheese,  with wine",
14420100,"Cheese spread, American or Cheddar cheese base","Velveeta; Cheez Whiz (all flavors); cheese spread, NFS; Kraft Cheese Spreads; Kraft Bacon Cheese Spread; Original Laughing Cow Cheese Wedges & Bites"
14420160,"Cheese spread, Swiss cheese base",Swiss Almond cold pack cheese food
14420200,"Cheese spread, cream cheese, regular",olive; pimiento; onion; clam; roka; relish; Rondele Cheese Spread; smoked salmon; fruit flavors
14420210,"Cheese spread, cream cheese, light",vegetable; chives & onion; salmon
14420300,"Cheese spread, pressurized can",Easy Cheese
14502000,Imitation cheese,"American; cheddar; mozzarella; imitation cheese, NFS"
14610200,"Cheese, cottage cheese, with gelatin dessert",Jell-O
14610210,"Cheese, cottage cheese, with gelatin dessert and fruit",Jell-O
14610250,"Cheese, cottage cheese, with gelatin dessert and vegetables",Jell-O
14610520,Cheese ball,cheese with nuts
14620110,Artichoke dip,
14620115,Spinach and artichoke dip,
14620130,Seafood dip,clam dip; crab dip; shrimp dip; tuna dip
14620150,Cheese dip with chili pepper,chili con queso; jalapeno cheddar; salsa con queso
14620200,Cheese dip,cheese other than blue or cream cheese
14620300,Topping from cheese pizza,cheese and tomato sauce from pizza crust of any thickness
14620310,Topping from vegetable pizza,"cheese, tomato sauce, and vegetables from pizza crust of any thickness"
14620320,Topping from meat pizza,"cheese, tomato sauce, and meat from pizza crust of any thickness; all meat, poultry or seafood including pepperoni"
14620330,Topping from meat and vegetable pizza,"cheese, tomato sauce, meat, and vegetables from pizza crust of any thickness; all meat, poultry or seafood including pepperoni"
14630100,Cheese fondue,
14630200,Cheese souffle,
14630300,Welsh rarebit,
14640000,"Cheese sandwich, NFS",
14640002,"Cheese sandwich, American cheese, on white bread",
14640004,"Cheese sandwich, American cheese, on wheat bread","multigrain, whole grain, whole wheat"
14640008,"Cheese sandwich, cheddar cheese, on white bread","other cheese such as Swiss, mozzarella, provolone"
14640010,"Cheese sandwich, cheddar cheese, on wheat bread","other cheese such as Swiss, mozzarella, provolone; multigrain, whole grain, whole wheat"
14640014,"Cheese sandwich, reduced fat cheese, on white bread","fat free, part skim, or cheese made from 2% milk"
14640016,"Cheese sandwich, reduced fat cheese, on wheat bread","fat free, part skim, or cheese made from 2% milk; multigrain, whole grain, whole wheat"
14640100,"Grilled cheese sandwich, NFS",
14640105,"Grilled cheese sandwich, American cheese, on white bread",
14640110,"Grilled cheese sandwich, American cheese, on wheat bread","multigrain, whole grain, whole wheat"
14640125,"Grilled cheese sandwich, cheddar cheese, on white bread","other cheese such as Swiss, mozzarella, provolone"
14640130,"Grilled cheese sandwich, cheddar cheese, on wheat bread","other cheese such as Swiss, mozzarella, provolone; multigrain, whole grain, whole wheat"
14640155,"Grilled cheese sandwich, reduced fat cheese, on white bread","fat free, part skim, or cheese made from 2% milk"
14640160,"Grilled cheese sandwich, reduced fat cheese, on wheat bread","fat free, part skim, or cheese made from 2% milk; multigrain, whole grain, whole wheat"
14650100,Cheese sauce,
14650160,Alfredo sauce,cream sauce
14650165,Alfredo sauce with added vegetables,
14650170,Alfredo sauce with meat,
14650175,Alfredo sauce with meat and added vegetables,
14650180,Alfredo sauce with poultry,
14650185,Alfredo sauce with poultry and added vegetables,
14650190,Alfredo sauce with seafood,
14650195,Alfredo sauce with seafood and added vegetables,
14660200,"Mozzarella sticks, breaded, baked, or fried",fried cheese served in a restaurant; mozzarella en carossa; Banquet; fried mozzarella; any cheese
14670000,"Mozzarella cheese, tomato, and basil, with oil and vinegar dressing",Caprese Salad
14710100,"Cheddar cheese soup, home recipe, canned or ready-to-serve",
20000000,"Meat, NFS",
20000200,"Meat, ground, NFS",
20000300,"Baby Toddler meat, NFS",
21000100,"Beef, NFS",
21001000,"Steak, NS as to type of meat, NS as to fat eaten",
21101000,"Beef, steak, NFS",
21101140,"Beef, steak, chuck",shoulder
21101150,"Beef, steak, cube",
21101160,"Beef, steak, flank",flat iron; skirt
21101170,"Beef, steak, ribeye, NS as to fat eaten",prime rib; delmonico
21101180,"Beef, steak, ribeye, lean and fat eaten",prime rib; delmonico
21101190,"Beef, steak, ribeye, lean only eaten",prime rib; delmonico
21102140,"Beef, steak, round",London broil
21102150,"Beef, steak, sirloin, NS as to fat eaten",bottom; short; top
21102160,"Beef, steak, sirloin, lean and fat eaten",bottom; short; top
21102170,"Beef, steak, sirloin, lean only eaten",bottom; short; top
21102180,"Beef, steak, strip, NS as to fat eaten",New York strip
21102190,"Beef, steak, strip, lean and fat eaten",New York strip
21103140,"Beef, steak, strip, lean only eaten",New York strip
21103150,"Beef, steak, T-bone, NS as to fat eaten",porterhouse
21103160,"Beef, steak, T-bone,  lean and fat eaten",porterhouse
21103170,"Beef, steak, T-bone, lean only eaten",porterhouse
21103180,"Beef, steak, tenderloin",filet mignon
21104110,"Beef, steak, country fried",chicken fried steak
21301000,"Beef, oxtails",
21302000,"Beef, neck bones",
21304200,"Beef, shortribs",barbecued; rib tips; with sauce
21305000,"Beef, cow head","barbacoa de cabeza carne; barbecued, no sauce added; ""barbacoa de cabeza carne de res sin salsa"""
21401000,"Beef, roast",any cut
21407000,"Beef, pot roast",sauerbraten
21410000,"Beef, stew meat",
21416000,"Beef, corned",
21417100,"Beef, brisket",
21420100,"Beef, sandwich steak",
21500000,"Beef, ground, raw",
21500100,"Beef, ground",
21500310,"Beef, ground, patty","hamburger, no bread"
21601000,"Beef, bacon, cooked",
21601010,"Beef, bacon, reduced sodium, cooked",less or lower sodium
21602000,"Beef, dried, chipped, uncooked",
21602010,"Beef, dried, chipped, cooked in fat",
21602100,Beef jerky,Slim Jim; Big Jerk; Super Jerk; Giant Jerk
21701010,Baby Toddler beef,any stage; with gravy
22000100,"Pork, NFS",
22002000,"Pork, ground",patty
22002050,"Pork, carnitas",shredded
22002800,Pork jerky,
22101000,"Pork, chop, NS as to fat eaten",NS as to coated
22101010,"Pork, chop, lean and fat eaten",NS as to coated
22101020,"Pork, chop, lean only eaten",NS as to coated
22101300,"Pork, chop, coated, NS as to fat eaten",
22101310,"Pork, chop, coated, lean and fat eaten",
22101320,"Pork, chop, coated, lean only eaten",
22101330,"Pork, chop, stuffed",
22201100,"Pork, steak, NS as to fat eaten",cutlet; NS as to coated
22201110,"Pork, steak, lean and fat eaten",cutlet; NS as to coated
22201120,"Pork, steak, lean only eaten",cutlet; NS as to coated
22201400,"Pork, steak, coated",cutlet
22210300,"Pork, tenderloin",
22311000,Ham,sliced
22311450,"Ham, prosciutto",
22311500,"Ham, canned",
22321110,"Ham, ground",patty
22400100,"Pork, roast",
22402510,"Fried pork chunks, Puerto Rican style",Carne de cerdo frita; Masitas fritas
22431000,"Pork, roll",
22501010,"Canadian bacon, cooked",
22600100,"Bacon, NS as to type of meat, cooked",
22600110,"Bacon, NS as to type of meat, reduced sodium, cooked",less or lower sodium
22600200,"Pork bacon, NS as to fresh, smoked or cured, cooked",
22600210,"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",less or lower sodium
22601000,"Pork bacon, smoked or cured, cooked",
22601040,"Bacon or side pork, fresh, cooked",
22602010,"Pork bacon, smoked or cured, reduced sodium, cooked",less or lower sodium
22621100,"Fat back, cooked",hog jowl; salt pork
22700000,"Ribs, NFS",barbecue; with or without sauce
22701000,"Pork, ribs",spareribs; baby back; barbecue; with or without sauce
22704010,"Pork, cracklings",pork skin
22705010,"Pork, ears","tail, head, snout, miscellaneous parts"
22706010,"Pork, bones",
22707010,"Pork, pig's feet",
22707020,"Pork, pig's feet, pickled",pickled pork
22708010,"Pork, ham hocks",
22708020,"Pork, belly",
22709010,Pork skin rinds,snack type
22810010,Baby Toddler ham,any stage; with gravy
22820000,Baby Toddler meat stick,chicken; turkey
23000100,"Lamb, NS as to cut",mutton
23101000,"Lamb, chop",mutton chop
23132000,"Lamb, ground",mutton; patty
23150100,Goat,
23201010,"Veal, chop","cutlet; veal, NFS"
23220010,"Veal, ground",patty
23220020,Mock chicken legs,
23310000,Rabbit,
23321000,"Venison, NFS",deer; elk; antelope; game meat
23321200,"Venison, steak",elk; ground; deer; antelope
23321900,Venison/deer jerky,
23322100,Venison sausage,deer; caribou; elk; antelope
23323100,Moose,
23323500,Bear,
23324100,Caribou,
23326100,Bison,buffalo
23331100,Groundhog,
23332100,Opossum,possum
23333100,Squirrel,
23334100,Beaver,
23335100,Raccoon,
23340100,Armadillo,
23345100,Wild pig,
23350100,Ostrich,emu
24100000,"Chicken, NS as to part and cooking method, NS as to skin eaten",any source
24100010,"Chicken, NS as to part and cooking method, skin eaten",any source
24100020,"Chicken, NS as to part and cooking method, skin not eaten",any source
24102000,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten",any source
24102010,"Chicken, NS as to part, baked, broiled, or roasted, skin eaten",any source
24102020,"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten",any source
24102050,"Chicken, NS as to part, rotisserie, NS as to skin eaten","roasted and pre-cooked, ready-to-eat, ready-to-heat; fast food, restaurant, school, or other place; rotisserie from any source"
24102060,"Chicken, NS as to part, rotisserie, skin eaten","roasted and pre-cooked, ready-to-eat, ready-to-heat; fast food, restaurant, school, or other place; rotisserie from any source; NS as to skin eaten"
